trade_week,ETF名称,ts_code,板块,权重(%),Gate,Regime_csi,scale
2023-10-13,黄金ETF,159934.SZ,周期资源,100.0,RISK-OFF,OFF,1.0
2023-10-20,黄金ETF,159934.SZ,周期资源,100.0,RISK-OFF,OFF,1.0
2023-10-27,黄金ETF,159934.SZ,周期资源,100.0,RISK-OFF,OFF,1.0
2023-11-03,黄金ETF,159934.SZ,周期资源,100.0,RISK-OFF,OFF,1.0
2023-11-10,黄金ETF,159934.SZ,周期资源,100.0,RISK-OFF,ON,1.0
2023-11-17,黄金ETF,159934.SZ,周期资源,100.0,RISK-OFF,ON,1.0
2023-11-24,黄金ETF,159934.SZ,周期资源,100.0,RISK-OFF,ON,1.0
2023-12-01,黄金ETF,159934.SZ,周期资源,100.0,RISK-OFF,ON,1.0
2023-12-08,黄金ETF,159934.SZ,周期资源,100.0,RISK-OFF,ON,1.0
2023-12-15,黄金ETF,159934.SZ,周期资源,100.0,RISK-OFF,ON,1.0
2023-12-22,黄金ETF,159934.SZ,周期资源,100.0,RISK-OFF,ON,1.0
2023-12-29,黄金ETF,159934.SZ,周期资源,100.0,RISK-OFF,ON,1.0
2024-01-05,黄金ETF,159934.SZ,周期资源,100.0,RISK-OFF,ON,1.0
2024-01-12,黄金ETF,159934.SZ,周期资源,100.0,RISK-OFF,ON,1.0
2024-01-19,黄金ETF,159934.SZ,周期资源,100.0,RISK-OFF,ON,1.0
2024-01-26,黄金ETF,159934.SZ,周期资源,100.0,RISK-OFF,ON,1.0
2024-02-02,黄金ETF,159934.SZ,周期资源,100.0,RISK-OFF,ON,1.0
2024-02-08,黄金ETF,159934.SZ,周期资源,100.0,RISK-OFF,ON,1.0
2024-02-23,黄金ETF,159934.SZ,周期资源,100.0,RISK-OFF,ON,1.0
2024-03-01,黄金ETF,159934.SZ,周期资源,100.0,RISK-OFF,ON,1.0
2024-03-08,黄金ETF,159934.SZ,周期资源,100.0,RISK-OFF,ON,1.0
2024-03-15,黄金ETF,159934.SZ,周期资源,100.0,RISK-OFF,ON,1.0
2024-03-22,黄金ETF,159934.SZ,周期资源,100.0,RISK-OFF,ON,1.0
2024-03-29,黄金ETF,159934.SZ,周期资源,100.0,RISK-OFF,ON,1.0
2024-04-03,黄金ETF,159934.SZ,周期资源,98.87,RISK-OFF,ON,0.9887
2024-04-12,黄金ETF,159934.SZ,周期资源,93.75,RISK-OFF,ON,0.9375
2024-04-19,黄金ETF,159934.SZ,周期资源,94.01,RISK-OFF,OFF,0.9401
2024-04-26,黄金ETF,159934.SZ,周期资源,95.43,RISK-OFF,OFF,0.9543
2024-04-30,黄金ETF,159934.SZ,周期资源,94.48,RISK-OFF,OFF,0.9448
2024-05-10,黄金ETF,159934.SZ,周期资源,93.96,RISK-OFF,OFF,0.9396
2024-05-17,黄金ETF,159934.SZ,周期资源,96.11,RISK-OFF,OFF,0.9611
2024-05-24,黄金ETF,159934.SZ,周期资源,92.35,RISK-OFF,OFF,0.9235
2024-05-31,黄金ETF,159934.SZ,周期资源,95.42,RISK-OFF,OFF,0.9542
2024-06-07,黄金ETF,159934.SZ,周期资源,96.2,RISK-OFF,OFF,0.962
2024-06-14,黄金ETF,159934.SZ,周期资源,91.09,RISK-OFF,OFF,0.9109
2024-06-21,黄金ETF,159934.SZ,周期资源,90.16,RISK-OFF,OFF,0.9016
2024-06-28,黄金ETF,159934.SZ,周期资源,88.02,RISK-OFF,OFF,0.8802
2024-07-05,黄金ETF,159934.SZ,周期资源,87.59,RISK-OFF,OFF,0.8759
2024-07-12,黄金ETF,159934.SZ,周期资源,87.4,RISK-OFF,OFF,0.874
2024-07-19,黄金ETF,159934.SZ,周期资源,87.26,RISK-OFF,OFF,0.8726
2024-07-26,黄金ETF,159934.SZ,周期资源,85.82,RISK-OFF,OFF,0.8582
2024-08-02,黄金ETF,159934.SZ,周期资源,84.12,RISK-OFF,ON,0.8412
2024-08-09,黄金ETF,159934.SZ,周期资源,81.56,RISK-OFF,ON,0.8156
2024-08-16,黄金ETF,159934.SZ,周期资源,81.81,RISK-OFF,ON,0.8181
2024-08-23,黄金ETF,159934.SZ,周期资源,82.51,RISK-OFF,ON,0.8251
2024-08-30,黄金ETF,159934.SZ,周期资源,82.46,RISK-OFF,ON,0.8246
2024-09-06,黄金ETF,159934.SZ,周期资源,89.81,RISK-OFF,ON,0.8981
2024-09-13,黄金ETF,159934.SZ,周期资源,89.17,RISK-OFF,ON,0.8917
2024-09-20,黄金ETF,159934.SZ,周期资源,89.21,RISK-OFF,ON,0.8921
2024-09-27,房地产ETF,512200.SH,地产链,23.53,RISK-ON,ON,0.9411
2024-09-27,电池ETF,159755.SZ,新能源,11.76,RISK-ON,ON,0.9411
2024-09-27,云计算ETF,159890.SZ,AI数字,11.76,RISK-ON,ON,0.9411
2024-09-27,证券ETF,512880.SH,大金融,11.76,RISK-ON,ON,0.9411
2024-09-27,食品ETF,515170.SH,大消费,11.76,RISK-ON,ON,0.9411
2024-09-27,软件ETF,515230.SH,AI数字,11.76,RISK-ON,ON,0.9411
2024-09-27,家电ETF,561120.SH,大消费,11.76,RISK-ON,ON,0.9411
2024-09-30,软件ETF,515230.SH,AI数字,16.22,RISK-ON,ON,0.6487
2024-09-30,食品ETF,515170.SH,大消费,16.22,RISK-ON,ON,0.6487
2024-09-30,房地产ETF,512200.SH,地产链,8.11,RISK-ON,ON,0.6487
2024-09-30,云计算ETF,159890.SZ,AI数字,8.11,RISK-ON,ON,0.6487
2024-09-30,通信ETF,515880.SH,通信光模块,8.11,RISK-ON,ON,0.6487
2024-09-30,建材ETF,516750.SH,地产链,8.11,RISK-ON,ON,0.6487
2024-10-11,软件ETF,515230.SH,AI数字,15.67,RISK-ON,ON,0.6268
2024-10-11,云计算ETF,159890.SZ,AI数字,7.83,RISK-ON,ON,0.6268
2024-10-11,消费电子ETF,159779.SZ,AI数字,7.83,RISK-ON,ON,0.6268
2024-10-11,房地产ETF,512200.SH,地产链,7.83,RISK-ON,ON,0.6268
2024-10-11,半导体ETF,512480.SH,半导体芯片,7.83,RISK-ON,ON,0.6268
2024-10-11,通信ETF,515880.SH,通信光模块,7.83,RISK-ON,ON,0.6268
2024-10-11,AI_ETF,515980.SH,AI数字,7.83,RISK-ON,ON,0.6268
2024-10-18,软件ETF,515230.SH,AI数字,13.56,RISK-ON,ON,0.5425
2024-10-18,云计算ETF,159890.SZ,AI数字,6.78,RISK-ON,ON,0.5425
2024-10-18,消费电子ETF,159779.SZ,AI数字,6.78,RISK-ON,ON,0.5425
2024-10-18,半导体ETF,512480.SH,半导体芯片,6.78,RISK-ON,ON,0.5425
2024-10-18,军工ETF,512660.SH,高端制造,6.78,RISK-ON,ON,0.5425
2024-10-18,通信ETF,515880.SH,通信光模块,6.78,RISK-ON,ON,0.5425
2024-10-18,AI_ETF,515980.SH,AI数字,6.78,RISK-ON,ON,0.5425
2024-10-25,AI_ETF,515980.SH,AI数字,13.89,RISK-ON,OFF,0.5556
2024-10-25,光伏ETF,159857.SZ,新能源,6.95,RISK-ON,OFF,0.5556
2024-10-25,消费电子ETF,159779.SZ,AI数字,6.95,RISK-ON,OFF,0.5556
2024-10-25,云计算ETF,159890.SZ,AI数字,6.95,RISK-ON,OFF,0.5556
2024-10-25,半导体ETF,512480.SH,半导体芯片,6.95,RISK-ON,OFF,0.5556
2024-10-25,软件ETF,515230.SH,AI数字,6.95,RISK-ON,OFF,0.5556
2024-10-25,通信ETF,515880.SH,通信光模块,6.95,RISK-ON,OFF,0.5556
2024-11-01,消费电子ETF,159779.SZ,AI数字,13.53,RISK-ON,OFF,0.5414
2024-11-01,稀土ETF,159713.SZ,周期资源,6.77,RISK-ON,OFF,0.5414
2024-11-01,云计算ETF,159890.SZ,AI数字,6.77,RISK-ON,OFF,0.5414
2024-11-01,半导体ETF,512480.SH,半导体芯片,6.77,RISK-ON,OFF,0.5414
2024-11-01,军工ETF,512660.SH,高端制造,6.77,RISK-ON,OFF,0.5414
2024-11-01,软件ETF,515230.SH,AI数字,6.77,RISK-ON,OFF,0.5414
2024-11-01,通信ETF,515880.SH,通信光模块,6.77,RISK-ON,OFF,0.5414
2024-11-08,软件ETF,515230.SH,AI数字,11.69,RISK-ON,OFF,0.4674
2024-11-08,消费电子ETF,159779.SZ,AI数字,5.84,RISK-ON,OFF,0.4674
2024-11-08,稀土ETF,159713.SZ,周期资源,5.84,RISK-ON,OFF,0.4674
2024-11-08,云计算ETF,159890.SZ,AI数字,5.84,RISK-ON,OFF,0.4674
2024-11-08,房地产ETF,512200.SH,地产链,5.84,RISK-ON,OFF,0.4674
2024-11-08,半导体ETF,512480.SH,半导体芯片,5.84,RISK-ON,OFF,0.4674
2024-11-08,军工ETF,512660.SH,高端制造,5.84,RISK-ON,OFF,0.4674
2024-11-15,光伏ETF,159857.SZ,新能源,11.07,RISK-ON,OFF,0.443
2024-11-15,稀土ETF,159713.SZ,周期资源,5.54,RISK-ON,OFF,0.443
2024-11-15,电池ETF,159755.SZ,新能源,5.54,RISK-ON,OFF,0.443
2024-11-15,云计算ETF,159890.SZ,AI数字,5.54,RISK-ON,OFF,0.443
2024-11-15,酒ETF,512690.SH,大消费,5.54,RISK-ON,OFF,0.443
2024-11-15,软件ETF,515230.SH,AI数字,5.54,RISK-ON,OFF,0.443
2024-11-15,机器人ETF,562500.SH,高端制造,5.54,RISK-ON,OFF,0.443
2024-11-22,稀土ETF,159713.SZ,周期资源,10.99,RISK-ON,OFF,0.4398
2024-11-22,机器人ETF,562500.SH,高端制造,10.99,RISK-ON,OFF,0.4398
2024-11-22,软件ETF,515230.SH,AI数字,10.99,RISK-ON,OFF,0.4398
2024-11-22,房地产ETF,512200.SH,地产链,5.5,RISK-ON,OFF,0.4398
2024-11-22,云计算ETF,159890.SZ,AI数字,5.5,RISK-ON,OFF,0.4398
2024-11-29,机器人ETF,562500.SH,高端制造,10.96,RISK-ON,OFF,0.4386
2024-11-29,软件ETF,515230.SH,AI数字,10.96,RISK-ON,OFF,0.4386
2024-11-29,半导体ETF,512480.SH,半导体芯片,5.48,RISK-ON,OFF,0.4386
2024-11-29,云计算ETF,159890.SZ,AI数字,5.48,RISK-ON,OFF,0.4386
2024-11-29,新能源车ETF,515030.SH,新能源,5.48,RISK-ON,OFF,0.4386
2024-11-29,AI_ETF,515980.SH,AI数字,5.48,RISK-ON,OFF,0.4386
2024-12-06,游戏ETF,159869.SZ,AI数字,10.92,RISK-ON,OFF,0.4369
2024-12-06,红利ETF,515080.SH,红利,10.92,RISK-ON,OFF,0.4369
2024-12-06,钢铁ETF,515210.SH,周期资源,10.92,RISK-ON,OFF,0.4369
2024-12-06,机器人ETF,562500.SH,高端制造,10.92,RISK-ON,OFF,0.4369
2024-12-13,畜牧ETF,159867.SZ,农业,11.08,RISK-ON,OFF,0.4433
2024-12-13,机器人ETF,562500.SH,高端制造,11.08,RISK-ON,OFF,0.4433
2024-12-13,黄金ETF,159934.SZ,周期资源,5.54,RISK-ON,OFF,0.4433
2024-12-13,房地产ETF,512200.SH,地产链,5.54,RISK-ON,OFF,0.4433
2024-12-13,红利ETF,515080.SH,红利,5.54,RISK-ON,OFF,0.4433
2024-12-13,钢铁ETF,515210.SH,周期资源,5.54,RISK-ON,OFF,0.4433
2024-12-20,消费电子ETF,159779.SZ,AI数字,10.91,RISK-ON,OFF,0.4365
2024-12-20,机器人ETF,562500.SH,高端制造,10.91,RISK-ON,OFF,0.4365
2024-12-20,半导体ETF,512480.SH,半导体芯片,5.46,RISK-ON,OFF,0.4365
2024-12-20,通信ETF,515880.SH,通信光模块,5.46,RISK-ON,OFF,0.4365
2024-12-20,AI_ETF,515980.SH,AI数字,5.46,RISK-ON,OFF,0.4365
2024-12-20,家电ETF,561120.SH,大消费,5.46,RISK-ON,OFF,0.4365
2024-12-27,通信ETF,515880.SH,通信光模块,10.98,RISK-ON,OFF,0.4391
2024-12-27,银行ETF,512800.SH,大金融,10.98,RISK-ON,OFF,0.4391
2024-12-27,半导体ETF,512480.SH,半导体芯片,5.49,RISK-ON,OFF,0.4391
2024-12-27,消费电子ETF,159779.SZ,AI数字,5.49,RISK-ON,OFF,0.4391
2024-12-27,红利ETF,515080.SH,红利,5.49,RISK-ON,OFF,0.4391
2024-12-27,家电ETF,561120.SH,大消费,5.49,RISK-ON,OFF,0.4391
2025-01-03,黄金ETF,159934.SZ,周期资源,10.27,RISK-ON,OFF,0.4107
2025-01-03,家电ETF,561120.SH,大消费,10.27,RISK-ON,OFF,0.4107
2025-01-03,消费电子ETF,159779.SZ,AI数字,5.13,RISK-ON,OFF,0.4107
2025-01-03,红利ETF,515080.SH,红利,5.13,RISK-ON,OFF,0.4107
2025-01-03,通信ETF,515880.SH,通信光模块,5.13,RISK-ON,OFF,0.4107
2025-01-03,石油ETF,561360.SH,周期资源,5.13,RISK-ON,OFF,0.4107
2025-01-10,黄金ETF,159934.SZ,周期资源,10.27,RISK-ON,OFF,0.411
2025-01-10,消费电子ETF,159779.SZ,AI数字,5.14,RISK-ON,OFF,0.411
2025-01-10,有色ETF,159980.SZ,周期资源,5.14,RISK-ON,OFF,0.411
2025-01-10,半导体ETF,512480.SH,半导体芯片,5.14,RISK-ON,OFF,0.411
2025-01-10,银行ETF,512800.SH,大金融,5.14,RISK-ON,OFF,0.411
2025-01-10,红利ETF,515080.SH,红利,5.14,RISK-ON,OFF,0.411
2025-01-10,家电ETF,561120.SH,大消费,5.14,RISK-ON,OFF,0.411
2025-01-17,黄金ETF,159934.SZ,周期资源,10.27,RISK-ON,OFF,0.411
2025-01-17,家电ETF,561120.SH,大消费,10.27,RISK-ON,OFF,0.411
2025-01-17,有色ETF,159980.SZ,周期资源,5.14,RISK-ON,OFF,0.411
2025-01-17,银行ETF,512800.SH,大金融,5.14,RISK-ON,OFF,0.411
2025-01-17,红利ETF,515080.SH,红利,5.14,RISK-ON,OFF,0.411
2025-01-17,石油ETF,561360.SH,周期资源,5.14,RISK-ON,OFF,0.411
2025-01-24,黄金ETF,159934.SZ,周期资源,10.31,RISK-ON,OFF,0.4124
2025-01-24,稀土ETF,159713.SZ,周期资源,5.15,RISK-ON,OFF,0.4124
2025-01-24,消费电子ETF,159779.SZ,AI数字,5.15,RISK-ON,OFF,0.4124
2025-01-24,有色ETF,159980.SZ,周期资源,5.15,RISK-ON,OFF,0.4124
2025-01-24,通信ETF,515880.SH,通信光模块,5.15,RISK-ON,OFF,0.4124
2025-01-24,家电ETF,561120.SH,大消费,5.15,RISK-ON,OFF,0.4124
2025-01-24,机器人ETF,562500.SH,高端制造,5.15,RISK-ON,OFF,0.4124
2025-01-27,软件ETF,515230.SH,AI数字,10.31,RISK-ON,OFF,0.4124
2025-01-27,云计算ETF,159890.SZ,AI数字,5.15,RISK-ON,OFF,0.4124
2025-01-27,稀土ETF,159713.SZ,周期资源,5.15,RISK-ON,OFF,0.4124
2025-01-27,半导体ETF,512480.SH,半导体芯片,5.15,RISK-ON,OFF,0.4124
2025-01-27,通信ETF,515880.SH,通信光模块,5.15,RISK-ON,OFF,0.4124
2025-01-27,AI_ETF,515980.SH,AI数字,5.15,RISK-ON,OFF,0.4124
2025-01-27,机器人ETF,562500.SH,高端制造,5.15,RISK-ON,OFF,0.4124
2025-02-07,软件ETF,515230.SH,AI数字,9.52,RISK-ON,ON,0.3809
2025-02-07,游戏ETF,159869.SZ,AI数字,4.76,RISK-ON,ON,0.3809
2025-02-07,电池ETF,159755.SZ,新能源,4.76,RISK-ON,ON,0.3809
2025-02-07,云计算ETF,159890.SZ,AI数字,4.76,RISK-ON,ON,0.3809
2025-02-07,通信ETF,515880.SH,通信光模块,4.76,RISK-ON,ON,0.3809
2025-02-07,AI_ETF,515980.SH,AI数字,4.76,RISK-ON,ON,0.3809
2025-02-07,机器人ETF,562500.SH,高端制造,4.76,RISK-ON,ON,0.3809
2025-02-14,游戏ETF,159869.SZ,AI数字,9.33,RISK-ON,ON,0.3732
2025-02-14,医疗器械ETF,159883.SZ,医疗,4.66,RISK-ON,ON,0.3732
2025-02-14,云计算ETF,159890.SZ,AI数字,4.66,RISK-ON,ON,0.3732
2025-02-14,非银ETF,159892.SZ,大金融,4.66,RISK-ON,ON,0.3732
2025-02-14,软件ETF,515230.SH,AI数字,4.66,RISK-ON,ON,0.3732
2025-02-14,AI_ETF,515980.SH,AI数字,4.66,RISK-ON,ON,0.3732
2025-02-14,机器人ETF,562500.SH,高端制造,4.66,RISK-ON,ON,0.3732
2025-02-21,医疗器械ETF,159883.SZ,医疗,9.21,RISK-ON,ON,0.3684
2025-02-21,游戏ETF,159869.SZ,AI数字,4.6,RISK-ON,ON,0.3684
2025-02-21,云计算ETF,159890.SZ,AI数字,4.6,RISK-ON,ON,0.3684
2025-02-21,半导体ETF,512480.SH,半导体芯片,4.6,RISK-ON,ON,0.3684
2025-02-21,软件ETF,515230.SH,AI数字,4.6,RISK-ON,ON,0.3684
2025-02-21,AI_ETF,515980.SH,AI数字,4.6,RISK-ON,ON,0.3684
2025-02-21,机器人ETF,562500.SH,高端制造,4.6,RISK-ON,ON,0.3684
2025-02-28,电池ETF,159755.SZ,新能源,8.62,RISK-ON,ON,0.345
2025-02-28,游戏ETF,159869.SZ,AI数字,4.31,RISK-ON,ON,0.345
2025-02-28,云计算ETF,159890.SZ,AI数字,4.31,RISK-ON,ON,0.345
2025-02-28,半导体ETF,512480.SH,半导体芯片,4.31,RISK-ON,ON,0.345
2025-02-28,新能源车ETF,515030.SH,新能源,4.31,RISK-ON,ON,0.345
2025-02-28,软件ETF,515230.SH,AI数字,4.31,RISK-ON,ON,0.345
2025-02-28,机器人ETF,562500.SH,高端制造,4.31,RISK-ON,ON,0.345
2025-03-07,云计算ETF,159890.SZ,AI数字,8.57,RISK-ON,ON,0.3428
2025-03-07,非银ETF,159892.SZ,大金融,8.57,RISK-ON,ON,0.3428
2025-03-07,半导体ETF,512480.SH,半导体芯片,4.28,RISK-ON,ON,0.3428
2025-03-07,钢铁ETF,515210.SH,周期资源,4.28,RISK-ON,ON,0.3428
2025-03-07,软件ETF,515230.SH,AI数字,4.28,RISK-ON,ON,0.3428
2025-03-07,机器人ETF,562500.SH,高端制造,4.28,RISK-ON,ON,0.3428
2025-03-14,非银ETF,159892.SZ,大金融,8.54,RISK-ON,ON,0.3416
2025-03-14,稀土ETF,159713.SZ,周期资源,4.27,RISK-ON,ON,0.3416
2025-03-14,半导体ETF,512480.SH,半导体芯片,4.27,RISK-ON,ON,0.3416
2025-03-14,酒ETF,512690.SH,大消费,4.27,RISK-ON,ON,0.3416
2025-03-14,食品ETF,515170.SH,大消费,4.27,RISK-ON,ON,0.3416
2025-03-14,钢铁ETF,515210.SH,周期资源,4.27,RISK-ON,ON,0.3416
2025-03-14,机器人ETF,562500.SH,高端制造,4.27,RISK-ON,ON,0.3416
2025-03-21,建材ETF,516750.SH,地产链,8.47,RISK-ON,ON,0.3387
2025-03-21,钢铁ETF,515210.SH,周期资源,8.47,RISK-ON,ON,0.3387
2025-03-21,红利ETF,515080.SH,红利,4.23,RISK-ON,ON,0.3387
2025-03-21,酒ETF,512690.SH,大消费,4.23,RISK-ON,ON,0.3387
2025-03-21,食品ETF,515170.SH,大消费,4.23,RISK-ON,ON,0.3387
2025-03-21,石油ETF,561360.SH,周期资源,4.23,RISK-ON,ON,0.3387
2025-03-28,畜牧ETF,159867.SZ,农业,8.44,RISK-ON,ON,0.3376
2025-03-28,黄金ETF,159934.SZ,周期资源,8.44,RISK-ON,ON,0.3376
2025-03-28,非银ETF,159892.SZ,大金融,4.22,RISK-ON,ON,0.3376
2025-03-28,有色ETF,159980.SZ,周期资源,4.22,RISK-ON,ON,0.3376
2025-03-28,酒ETF,512690.SH,大消费,4.22,RISK-ON,ON,0.3376
2025-03-28,建材ETF,516750.SH,地产链,4.22,RISK-ON,ON,0.3376
2025-04-03,畜牧ETF,159867.SZ,农业,9.13,RISK-ON,OFF,0.365
2025-04-03,非银ETF,159892.SZ,大金融,4.56,RISK-ON,OFF,0.365
2025-04-03,黄金ETF,159934.SZ,周期资源,4.56,RISK-ON,OFF,0.365
2025-04-03,创新药ETF,159992.SZ,医疗,4.56,RISK-ON,OFF,0.365
2025-04-03,红利ETF,515080.SH,红利,4.56,RISK-ON,OFF,0.365
2025-04-03,食品ETF,515170.SH,大消费,4.56,RISK-ON,OFF,0.365
2025-04-03,石油ETF,561360.SH,周期资源,4.56,RISK-ON,OFF,0.365
2025-04-11,畜牧ETF,159867.SZ,农业,9.35,RISK-ON,OFF,0.3741
2025-04-11,建材ETF,516750.SH,地产链,9.35,RISK-ON,OFF,0.3741
2025-04-11,黄金ETF,159934.SZ,周期资源,4.68,RISK-ON,OFF,0.3741
2025-04-11,创新药ETF,159992.SZ,医疗,4.68,RISK-ON,OFF,0.3741
2025-04-11,红利ETF,515080.SH,红利,4.68,RISK-ON,OFF,0.3741
2025-04-11,食品ETF,515170.SH,大消费,4.68,RISK-ON,OFF,0.3741
2025-04-18,畜牧ETF,159867.SZ,农业,10.0,RISK-ON,OFF,0.4
2025-04-18,房地产ETF,512200.SH,地产链,10.0,RISK-ON,OFF,0.4
2025-04-18,半导体ETF,512480.SH,半导体芯片,5.0,RISK-ON,OFF,0.4
2025-04-18,红利ETF,515080.SH,红利,5.0,RISK-ON,OFF,0.4
2025-04-18,食品ETF,515170.SH,大消费,5.0,RISK-ON,OFF,0.4
2025-04-18,建材ETF,516750.SH,地产链,5.0,RISK-ON,OFF,0.4
2025-04-25,畜牧ETF,159867.SZ,农业,9.99,RISK-ON,OFF,0.3995
2025-04-25,非银ETF,159892.SZ,大金融,4.99,RISK-ON,OFF,0.3995
2025-04-25,半导体ETF,512480.SH,半导体芯片,4.99,RISK-ON,OFF,0.3995
2025-04-25,银行ETF,512800.SH,大金融,4.99,RISK-ON,OFF,0.3995
2025-04-25,红利ETF,515080.SH,红利,4.99,RISK-ON,OFF,0.3995
2025-04-25,食品ETF,515170.SH,大消费,4.99,RISK-ON,OFF,0.3995
2025-04-25,建材ETF,516750.SH,地产链,4.99,RISK-ON,OFF,0.3995
2025-04-30,畜牧ETF,159867.SZ,农业,10.1,RISK-ON,OFF,0.4041
2025-04-30,消费电子ETF,159779.SZ,AI数字,5.05,RISK-ON,OFF,0.4041
2025-04-30,云计算ETF,159890.SZ,AI数字,5.05,RISK-ON,OFF,0.4041
2025-04-30,非银ETF,159892.SZ,大金融,5.05,RISK-ON,OFF,0.4041
2025-04-30,半导体ETF,512480.SH,半导体芯片,5.05,RISK-ON,OFF,0.4041
2025-04-30,军工ETF,512660.SH,高端制造,5.05,RISK-ON,OFF,0.4041
2025-04-30,食品ETF,515170.SH,大消费,5.05,RISK-ON,OFF,0.4041
2025-05-09,通信ETF,515880.SH,通信光模块,11.48,RISK-ON,OFF,0.459
2025-05-09,游戏ETF,159869.SZ,AI数字,5.74,RISK-ON,OFF,0.459
2025-05-09,电池ETF,159755.SZ,新能源,5.74,RISK-ON,OFF,0.459
2025-05-09,非银ETF,159892.SZ,大金融,5.74,RISK-ON,OFF,0.459
2025-05-09,新能源车ETF,515030.SH,新能源,5.74,RISK-ON,OFF,0.459
2025-05-09,家电ETF,561120.SH,大消费,5.74,RISK-ON,OFF,0.459
2025-05-09,机器人ETF,562500.SH,高端制造,5.74,RISK-ON,OFF,0.459
2025-05-16,电池ETF,159755.SZ,新能源,11.96,RISK-ON,OFF,0.4783
2025-05-16,稀土ETF,159713.SZ,周期资源,5.98,RISK-ON,OFF,0.4783
2025-05-16,非银ETF,159892.SZ,大金融,5.98,RISK-ON,OFF,0.4783
2025-05-16,新能源车ETF,515030.SH,新能源,5.98,RISK-ON,OFF,0.4783
2025-05-16,通信ETF,515880.SH,通信光模块,5.98,RISK-ON,OFF,0.4783
2025-05-16,家电ETF,561120.SH,大消费,5.98,RISK-ON,OFF,0.4783
2025-05-16,机器人ETF,562500.SH,高端制造,5.98,RISK-ON,OFF,0.4783
2025-05-23,电池ETF,159755.SZ,新能源,12.13,RISK-ON,OFF,0.4851
2025-05-23,医疗器械ETF,159883.SZ,医疗,6.06,RISK-ON,OFF,0.4851
2025-05-23,创新药ETF,159992.SZ,医疗,6.06,RISK-ON,OFF,0.4851
2025-05-23,军工ETF,512660.SH,高端制造,6.06,RISK-ON,OFF,0.4851
2025-05-23,新能源车ETF,515030.SH,新能源,6.06,RISK-ON,OFF,0.4851
2025-05-23,通信ETF,515880.SH,通信光模块,6.06,RISK-ON,OFF,0.4851
2025-05-23,家电ETF,561120.SH,大消费,6.06,RISK-ON,OFF,0.4851
2025-05-30,通信ETF,515880.SH,通信光模块,12.18,RISK-ON,ON,0.4872
2025-05-30,创新药ETF,159992.SZ,医疗,12.18,RISK-ON,ON,0.4872
2025-05-30,医疗器械ETF,159883.SZ,医疗,6.09,RISK-ON,ON,0.4872
2025-05-30,畜牧ETF,159867.SZ,农业,6.09,RISK-ON,ON,0.4872
