trade_week,ETF名称,ts_code,板块,权重(%),Gate,Regime_csi,scale
2025-05-30,非银ETF,159892.SZ,大金融,6.09,RISK-ON,ON,0.4872
2025-05-30,石油ETF,561360.SH,周期资源,6.09,RISK-ON,ON,0.4872
2025-06-06,畜牧ETF,159867.SZ,农业,12.2,RISK-ON,ON,0.4881
2025-06-06,非银ETF,159892.SZ,大金融,12.2,RISK-ON,ON,0.4881
2025-06-06,创新药ETF,159992.SZ,医疗,12.2,RISK-ON,ON,0.4881
2025-06-06,医疗器械ETF,159883.SZ,医疗,6.1,RISK-ON,ON,0.4881
2025-06-06,通信ETF,515880.SH,通信光模块,6.1,RISK-ON,ON,0.4881
2025-06-13,畜牧ETF,159867.SZ,农业,12.0,RISK-ON,ON,0.4799
2025-06-13,通信ETF,515880.SH,通信光模块,12.0,RISK-ON,ON,0.4799
2025-06-13,稀土ETF,159713.SZ,周期资源,6.0,RISK-ON,ON,0.4799
2025-06-13,非银ETF,159892.SZ,大金融,6.0,RISK-ON,ON,0.4799
2025-06-13,创新药ETF,159992.SZ,医疗,6.0,RISK-ON,ON,0.4799
2025-06-13,石油ETF,561360.SH,周期资源,6.0,RISK-ON,ON,0.4799
2025-06-20,通信ETF,515880.SH,通信光模块,12.01,RISK-ON,ON,0.4805
2025-06-20,石油ETF,561360.SH,周期资源,12.01,RISK-ON,ON,0.4805
2025-06-20,游戏ETF,159869.SZ,AI数字,6.01,RISK-ON,ON,0.4805
2025-06-20,稀土ETF,159713.SZ,周期资源,6.01,RISK-ON,ON,0.4805
2025-06-20,非银ETF,159892.SZ,大金融,6.01,RISK-ON,ON,0.4805
2025-06-20,云计算ETF,159890.SZ,AI数字,6.01,RISK-ON,ON,0.4805
2025-06-27,通信ETF,515880.SH,通信光模块,11.88,RISK-ON,ON,0.4751
2025-06-27,电池ETF,159755.SZ,新能源,5.94,RISK-ON,ON,0.4751
2025-06-27,稀土ETF,159713.SZ,周期资源,5.94,RISK-ON,ON,0.4751
2025-06-27,消费电子ETF,159779.SZ,AI数字,5.94,RISK-ON,ON,0.4751
2025-06-27,游戏ETF,159869.SZ,AI数字,5.94,RISK-ON,ON,0.4751
2025-06-27,云计算ETF,159890.SZ,AI数字,5.94,RISK-ON,ON,0.4751
2025-06-27,证券ETF,512880.SH,大金融,5.94,RISK-ON,ON,0.4751
2025-07-04,光伏ETF,159857.SZ,新能源,12.95,RISK-ON,ON,0.5181
2025-07-04,通信ETF,515880.SH,通信光模块,12.95,RISK-ON,ON,0.5181
2025-07-04,稀土ETF,159713.SZ,周期资源,6.48,RISK-ON,ON,0.5181
2025-07-04,游戏ETF,159869.SZ,AI数字,6.48,RISK-ON,ON,0.5181
2025-07-04,非银ETF,159892.SZ,大金融,6.48,RISK-ON,ON,0.5181
2025-07-04,钢铁ETF,515210.SH,周期资源,6.48,RISK-ON,ON,0.5181
2025-07-11,光伏ETF,159857.SZ,新能源,12.61,RISK-ON,ON,0.5046
2025-07-11,通信ETF,515880.SH,通信光模块,12.61,RISK-ON,ON,0.5046
2025-07-11,稀土ETF,159713.SZ,周期资源,6.31,RISK-ON,ON,0.5046
2025-07-11,游戏ETF,159869.SZ,AI数字,6.31,RISK-ON,ON,0.5046
2025-07-11,房地产ETF,512200.SH,地产链,6.31,RISK-ON,ON,0.5046
2025-07-11,钢铁ETF,515210.SH,周期资源,6.31,RISK-ON,ON,0.5046
2025-07-18,云计算ETF,159890.SZ,AI数字,12.61,RISK-ON,ON,0.5044
2025-07-18,通信ETF,515880.SH,通信光模块,12.61,RISK-ON,ON,0.5044
2025-07-18,稀土ETF,159713.SZ,周期资源,6.31,RISK-ON,ON,0.5044
2025-07-18,非银ETF,159892.SZ,大金融,6.31,RISK-ON,ON,0.5044
2025-07-18,军工ETF,512660.SH,高端制造,6.31,RISK-ON,ON,0.5044
2025-07-18,钢铁ETF,515210.SH,周期资源,6.31,RISK-ON,ON,0.5044
2025-07-25,稀土ETF,159713.SZ,周期资源,12.56,RISK-ON,OFF,0.5022
2025-07-25,建材ETF,516750.SH,地产链,12.56,RISK-ON,OFF,0.5022
2025-07-25,光伏ETF,159857.SZ,新能源,6.28,RISK-ON,OFF,0.5022
2025-07-25,创新药ETF,159992.SZ,医疗,6.28,RISK-ON,OFF,0.5022
2025-07-25,钢铁ETF,515210.SH,周期资源,6.28,RISK-ON,OFF,0.5022
2025-07-25,通信ETF,515880.SH,通信光模块,6.28,RISK-ON,OFF,0.5022
2025-08-01,云计算ETF,159890.SZ,AI数字,12.6,RISK-ON,OFF,0.5041
2025-08-01,通信ETF,515880.SH,通信光模块,12.6,RISK-ON,OFF,0.5041
2025-08-01,稀土ETF,159713.SZ,周期资源,6.3,RISK-ON,OFF,0.5041
2025-08-01,创新药ETF,159992.SZ,医疗,6.3,RISK-ON,OFF,0.5041
2025-08-01,AI_ETF,515980.SH,AI数字,6.3,RISK-ON,OFF,0.5041
2025-08-01,建材ETF,516750.SH,地产链,6.3,RISK-ON,OFF,0.5041
2025-08-08,AI_ETF,515980.SH,AI数字,14.84,RISK-ON,OFF,0.5934
2025-08-08,通信ETF,515880.SH,通信光模块,14.84,RISK-ON,OFF,0.5934
2025-08-08,稀土ETF,159713.SZ,周期资源,7.42,RISK-ON,OFF,0.5934
2025-08-08,航空航天ETF,159227.SZ,高端制造,7.42,RISK-ON,OFF,0.5934
2025-08-08,创新药ETF,159992.SZ,医疗,7.42,RISK-ON,OFF,0.5934
2025-08-08,机器人ETF,562500.SH,高端制造,7.42,RISK-ON,OFF,0.5934
2025-08-15,通信ETF,515880.SH,通信光模块,14.31,RISK-ON,OFF,0.5724
2025-08-15,科创芯片ETF,589100.SH,半导体芯片,14.31,RISK-ON,OFF,0.5724
2025-08-15,AI_ETF,515980.SH,AI数字,14.31,RISK-ON,OFF,0.5724
2025-08-15,稀土ETF,159713.SZ,周期资源,7.16,RISK-ON,OFF,0.5724
2025-08-15,建材ETF,516750.SH,地产链,7.16,RISK-ON,OFF,0.5724
2025-08-22,通信ETF,515880.SH,通信光模块,11.4,RISK-ON,OFF,0.4559
2025-08-22,科创芯片ETF,589100.SH,半导体芯片,11.4,RISK-ON,OFF,0.4559
2025-08-22,AI_ETF,515980.SH,AI数字,11.4,RISK-ON,OFF,0.4559
2025-08-22,消费电子ETF,159779.SZ,AI数字,5.7,RISK-ON,OFF,0.4559
2025-08-22,机器人ETF,562500.SH,高端制造,5.7,RISK-ON,OFF,0.4559
2025-08-29,通信ETF,515880.SH,通信光模块,11.19,RISK-ON,OFF,0.4475
2025-08-29,科创芯片ETF,589100.SH,半导体芯片,11.19,RISK-ON,OFF,0.4475
2025-08-29,AI_ETF,515980.SH,AI数字,11.19,RISK-ON,OFF,0.4475
2025-08-29,电池ETF,159755.SZ,新能源,5.59,RISK-ON,OFF,0.4475
2025-08-29,消费电子ETF,159779.SZ,AI数字,5.59,RISK-ON,OFF,0.4475
2025-09-05,AI_ETF,515980.SH,AI数字,10.97,RISK-ON,OFF,0.4387
2025-09-05,科创芯片ETF,589100.SH,半导体芯片,10.97,RISK-ON,OFF,0.4387
2025-09-05,消费电子ETF,159779.SZ,AI数字,5.48,RISK-ON,OFF,0.4387
2025-09-05,电池ETF,159755.SZ,新能源,5.48,RISK-ON,OFF,0.4387
2025-09-05,通信ETF,515880.SH,通信光模块,5.48,RISK-ON,OFF,0.4387
2025-09-05,新能源车ETF,515030.SH,新能源,5.48,RISK-ON,OFF,0.4387
2025-09-12,AI_ETF,515980.SH,AI数字,10.86,RISK-ON,OFF,0.4344
2025-09-12,科创芯片ETF,589100.SH,半导体芯片,10.86,RISK-ON,OFF,0.4344
2025-09-12,消费电子ETF,159779.SZ,AI数字,5.43,RISK-ON,OFF,0.4344
2025-09-12,电池ETF,159755.SZ,新能源,5.43,RISK-ON,OFF,0.4344
2025-09-12,通信ETF,515880.SH,通信光模块,5.43,RISK-ON,OFF,0.4344
2025-09-12,新能源车ETF,515030.SH,新能源,5.43,RISK-ON,OFF,0.4344
2025-09-19,电池ETF,159755.SZ,新能源,11.09,RISK-ON,OFF,0.4436
2025-09-19,消费电子ETF,159779.SZ,AI数字,11.09,RISK-ON,OFF,0.4436
2025-09-19,电网设备ETF,159326.SZ,新能源,5.54,RISK-ON,OFF,0.4436
2025-09-19,半导体ETF,512480.SH,半导体芯片,5.54,RISK-ON,OFF,0.4436
2025-09-19,新能源车ETF,515030.SH,新能源,5.54,RISK-ON,OFF,0.4436
2025-09-19,通信ETF,515880.SH,通信光模块,5.54,RISK-ON,OFF,0.4436
2025-09-26,科创芯片ETF,589100.SH,半导体芯片,11.18,RISK-ON,OFF,0.4473
2025-09-26,电池ETF,159755.SZ,新能源,5.59,RISK-ON,OFF,0.4473
2025-09-26,电网设备ETF,159326.SZ,新能源,5.59,RISK-ON,OFF,0.4473
2025-09-26,光伏ETF,159857.SZ,新能源,5.59,RISK-ON,OFF,0.4473
2025-09-26,游戏ETF,159869.SZ,AI数字,5.59,RISK-ON,OFF,0.4473
2025-09-26,新能源车ETF,515030.SH,新能源,5.59,RISK-ON,OFF,0.4473
2025-09-26,通信ETF,515880.SH,通信光模块,5.59,RISK-ON,OFF,0.4473
2025-09-30,科创芯片ETF,589100.SH,半导体芯片,11.16,RISK-ON,OFF,0.4462
2025-09-30,消费电子ETF,159779.SZ,AI数字,11.16,RISK-ON,OFF,0.4462
2025-09-30,电池ETF,159755.SZ,新能源,5.58,RISK-ON,OFF,0.4462
2025-09-30,电网设备ETF,159326.SZ,新能源,5.58,RISK-ON,OFF,0.4462
2025-09-30,新能源车ETF,515030.SH,新能源,5.58,RISK-ON,OFF,0.4462
2025-09-30,机器人ETF,562500.SH,高端制造,5.58,RISK-ON,OFF,0.4462
2025-10-10,电网设备ETF,159326.SZ,新能源,11.08,RISK-ON,OFF,0.4431
2025-10-10,科创芯片ETF,589100.SH,半导体芯片,11.08,RISK-ON,OFF,0.4431
2025-10-10,航空航天ETF,159227.SZ,高端制造,5.54,RISK-ON,OFF,0.4431
2025-10-10,消费电子ETF,159779.SZ,AI数字,5.54,RISK-ON,OFF,0.4431
2025-10-10,黄金ETF,159934.SZ,周期资源,5.54,RISK-ON,OFF,0.4431
2025-10-10,新能源车ETF,515030.SH,新能源,5.54,RISK-ON,OFF,0.4431
2025-10-17,电网设备ETF,159326.SZ,新能源,10.6,RISK-ON,OFF,0.4242
2025-10-17,黄金ETF,159934.SZ,周期资源,10.6,RISK-ON,OFF,0.4242
2025-10-17,稀土ETF,159713.SZ,周期资源,5.3,RISK-ON,OFF,0.4242
2025-10-17,红利ETF,515080.SH,红利,5.3,RISK-ON,OFF,0.4242
2025-10-17,钢铁ETF,515210.SH,周期资源,5.3,RISK-ON,OFF,0.4242
2025-10-17,科创芯片ETF,589100.SH,半导体芯片,5.3,RISK-ON,OFF,0.4242
2025-10-24,电网设备ETF,159326.SZ,新能源,10.7,RISK-ON,OFF,0.4278
2025-10-24,红利ETF,515080.SH,红利,10.7,RISK-ON,OFF,0.4278
2025-10-24,煤炭ETF,515220.SH,周期资源,10.7,RISK-ON,OFF,0.4278
2025-10-24,稀土ETF,159713.SZ,周期资源,5.35,RISK-ON,OFF,0.4278
2025-10-24,通信ETF,515880.SH,通信光模块,5.35,RISK-ON,OFF,0.4278
2025-10-31,电网设备ETF,159326.SZ,新能源,10.77,RISK-ON,OFF,0.4306
2025-10-31,红利ETF,515080.SH,红利,10.77,RISK-ON,OFF,0.4306
2025-10-31,煤炭ETF,515220.SH,周期资源,10.77,RISK-ON,OFF,0.4306
2025-10-31,通信ETF,515880.SH,通信光模块,5.38,RISK-ON,OFF,0.4306
2025-10-31,石油ETF,561360.SH,周期资源,5.38,RISK-ON,OFF,0.4306
2025-11-07,光伏ETF,159857.SZ,新能源,10.68,RISK-ON,OFF,0.4271
2025-11-07,红利ETF,515080.SH,红利,10.68,RISK-ON,OFF,0.4271
2025-11-07,电网设备ETF,159326.SZ,新能源,5.34,RISK-ON,OFF,0.4271
2025-11-07,煤炭ETF,515220.SH,周期资源,5.34,RISK-ON,OFF,0.4271
2025-11-07,通信ETF,515880.SH,通信光模块,5.34,RISK-ON,OFF,0.4271
2025-11-07,石油ETF,561360.SH,周期资源,5.34,RISK-ON,OFF,0.4271
2025-11-14,光伏ETF,159857.SZ,新能源,10.44,RISK-ON,OFF,0.4175
2025-11-14,电网设备ETF,159326.SZ,新能源,5.22,RISK-ON,OFF,0.4175
2025-11-14,化工ETF,159870.SZ,周期资源,5.22,RISK-ON,OFF,0.4175
2025-11-14,新能源车ETF,515030.SH,新能源,5.22,RISK-ON,OFF,0.4175
2025-11-14,红利ETF,515080.SH,红利,5.22,RISK-ON,OFF,0.4175
2025-11-14,通信ETF,515880.SH,通信光模块,5.22,RISK-ON,OFF,0.4175
2025-11-14,石油ETF,561360.SH,周期资源,5.22,RISK-ON,OFF,0.4175
2025-11-21,畜牧ETF,159867.SZ,农业,9.53,RISK-ON,OFF,0.3811
2025-11-21,化工ETF,159870.SZ,周期资源,4.76,RISK-ON,OFF,0.3811
2025-11-21,酒ETF,512690.SH,大消费,4.76,RISK-ON,OFF,0.3811
2025-11-21,红利ETF,515080.SH,红利,4.76,RISK-ON,OFF,0.3811
2025-11-21,钢铁ETF,515210.SH,周期资源,4.76,RISK-ON,OFF,0.3811
2025-11-21,建材ETF,516750.SH,地产链,4.76,RISK-ON,OFF,0.3811
2025-11-21,石油ETF,561360.SH,周期资源,4.76,RISK-ON,OFF,0.3811
2025-11-28,畜牧ETF,159867.SZ,农业,9.61,RISK-ON,OFF,0.3844
2025-11-28,黄金ETF,159934.SZ,周期资源,4.8,RISK-ON,OFF,0.3844
2025-11-28,有色ETF,159980.SZ,周期资源,4.8,RISK-ON,OFF,0.3844
2025-11-28,红利ETF,515080.SH,红利,4.8,RISK-ON,OFF,0.3844
2025-11-28,食品ETF,515170.SH,大消费,4.8,RISK-ON,OFF,0.3844
2025-11-28,建材ETF,516750.SH,地产链,4.8,RISK-ON,OFF,0.3844
2025-11-28,石油ETF,561360.SH,周期资源,4.8,RISK-ON,OFF,0.3844
2025-12-05,航空航天ETF,159227.SZ,高端制造,9.6,RISK-ON,OFF,0.3838
2025-12-05,有色ETF,159980.SZ,周期资源,9.6,RISK-ON,OFF,0.3838
2025-12-05,家电ETF,561120.SH,大消费,9.6,RISK-ON,OFF,0.3838
2025-12-05,通信ETF,515880.SH,通信光模块,4.8,RISK-ON,OFF,0.3838
2025-12-05,石油ETF,561360.SH,周期资源,4.8,RISK-ON,OFF,0.3838
2025-12-12,航空航天ETF,159227.SZ,高端制造,9.62,RISK-ON,OFF,0.3847
2025-12-12,云计算ETF,159890.SZ,AI数字,9.62,RISK-ON,OFF,0.3847
2025-12-12,消费电子ETF,159779.SZ,AI数字,4.81,RISK-ON,OFF,0.3847
2025-12-12,有色ETF,159980.SZ,周期资源,4.81,RISK-ON,OFF,0.3847
2025-12-12,半导体ETF,512480.SH,半导体芯片,4.81,RISK-ON,OFF,0.3847
2025-12-12,通信ETF,515880.SH,通信光模块,4.81,RISK-ON,OFF,0.3847
2025-12-19,航空航天ETF,159227.SZ,高端制造,9.75,RISK-ON,OFF,0.39
2025-12-19,消费电子ETF,159779.SZ,AI数字,4.87,RISK-ON,OFF,0.39
2025-12-19,游戏ETF,159869.SZ,AI数字,4.87,RISK-ON,OFF,0.39
2025-12-19,云计算ETF,159890.SZ,AI数字,4.87,RISK-ON,OFF,0.39
2025-12-19,有色ETF,159980.SZ,周期资源,4.87,RISK-ON,OFF,0.39
2025-12-19,半导体ETF,512480.SH,半导体芯片,4.87,RISK-ON,OFF,0.39
2025-12-19,通信ETF,515880.SH,通信光模块,4.87,RISK-ON,OFF,0.39
2025-12-26,航空航天ETF,159227.SZ,高端制造,9.7,RISK-ON,OFF,0.3881
2025-12-26,电网设备ETF,159326.SZ,新能源,4.85,RISK-ON,OFF,0.3881
2025-12-26,化工ETF,159870.SZ,周期资源,4.85,RISK-ON,OFF,0.3881
2025-12-26,有色ETF,159980.SZ,周期资源,4.85,RISK-ON,OFF,0.3881
2025-12-26,军工ETF,512660.SH,高端制造,4.85,RISK-ON,OFF,0.3881
2025-12-26,通信ETF,515880.SH,通信光模块,4.85,RISK-ON,OFF,0.3881
2025-12-26,石油ETF,561360.SH,周期资源,4.85,RISK-ON,OFF,0.3881
2025-12-31,航空航天ETF,159227.SZ,高端制造,9.71,RISK-ON,OFF,0.3883
2025-12-31,云计算ETF,159890.SZ,AI数字,9.71,RISK-ON,OFF,0.3883
2025-12-31,半导体ETF,512480.SH,半导体芯片,4.85,RISK-ON,OFF,0.3883
2025-12-31,军工ETF,512660.SH,高端制造,4.85,RISK-ON,OFF,0.3883
2025-12-31,通信ETF,515880.SH,通信光模块,4.85,RISK-ON,OFF,0.3883
2025-12-31,石油ETF,561360.SH,周期资源,4.85,RISK-ON,OFF,0.3883
2026-01-09,航空航天ETF,159227.SZ,高端制造,9.17,RISK-ON,OFF,0.3669
2026-01-09,稀土ETF,159713.SZ,周期资源,9.17,RISK-ON,OFF,0.3669
2026-01-09,军工ETF,512660.SH,高端制造,4.59,RISK-ON,OFF,0.3669
2026-01-09,软件ETF,515230.SH,AI数字,4.59,RISK-ON,OFF,0.3669
2026-01-09,石油ETF,561360.SH,周期资源,4.59,RISK-ON,OFF,0.3669
2026-01-09,科创芯片ETF,589100.SH,半导体芯片,4.59,RISK-ON,OFF,0.3669
2026-01-16,软件ETF,515230.SH,AI数字,9.08,RISK-ON,OFF,0.3634
2026-01-16,科创芯片ETF,589100.SH,半导体芯片,9.08,RISK-ON,OFF,0.3634
2026-01-16,稀土ETF,159713.SZ,周期资源,4.54,RISK-ON,OFF,0.3634
2026-01-16,电网设备ETF,159326.SZ,新能源,4.54,RISK-ON,OFF,0.3634
2026-01-16,军工ETF,512660.SH,高端制造,4.54,RISK-ON,OFF,0.3634
2026-01-16,云计算ETF,159890.SZ,AI数字,4.54,RISK-ON,OFF,0.3634
2026-01-23,科创芯片ETF,589100.SH,半导体芯片,9.09,RISK-ON,OFF,0.3636
2026-01-23,稀土ETF,159713.SZ,周期资源,4.54,RISK-ON,OFF,0.3636
2026-01-23,航空航天ETF,159227.SZ,高端制造,4.54,RISK-ON,OFF,0.3636
2026-01-23,光伏ETF,159857.SZ,新能源,4.54,RISK-ON,OFF,0.3636
2026-01-23,云计算ETF,159890.SZ,AI数字,4.54,RISK-ON,OFF,0.3636
2026-01-23,软件ETF,515230.SH,AI数字,4.54,RISK-ON,OFF,0.3636
2026-01-23,石油ETF,561360.SH,周期资源,4.54,RISK-ON,OFF,0.3636
2026-01-30,科创芯片ETF,589100.SH,半导体芯片,8.99,RISK-ON,OFF,0.3596
2026-01-30,建材ETF,516750.SH,地产链,8.99,RISK-ON,OFF,0.3596
2026-01-30,黄金ETF,159934.SZ,周期资源,4.5,RISK-ON,OFF,0.3596
2026-01-30,云计算ETF,159890.SZ,AI数字,4.5,RISK-ON,OFF,0.3596
2026-01-30,AI_ETF,515980.SH,AI数字,4.5,RISK-ON,OFF,0.3596
2026-01-30,石油ETF,561360.SH,周期资源,4.5,RISK-ON,OFF,0.3596
2026-02-06,红利ETF,515080.SH,红利,8.64,RISK-ON,OFF,0.3458
2026-02-06,石油ETF,561360.SH,周期资源,8.64,RISK-ON,OFF,0.3458
2026-02-06,建材ETF,516750.SH,地产链,8.64,RISK-ON,OFF,0.3458
2026-02-06,电网设备ETF,159326.SZ,新能源,4.32,RISK-ON,OFF,0.3458
2026-02-06,光伏ETF,159857.SZ,新能源,4.32,RISK-ON,OFF,0.3458
2026-02-13,红利ETF,515080.SH,红利,8.85,RISK-ON,OFF,0.3539
2026-02-13,石油ETF,561360.SH,周期资源,8.85,RISK-ON,OFF,0.3539
2026-02-13,建材ETF,516750.SH,地产链,8.85,RISK-ON,OFF,0.3539
2026-02-13,电网设备ETF,159326.SZ,新能源,4.42,RISK-ON,OFF,0.3539
2026-02-13,煤炭ETF,515220.SH,周期资源,4.42,RISK-ON,OFF,0.3539
2026-02-27,石油ETF,561360.SH,周期资源,9.88,RISK-ON,OFF,0.3952
2026-02-27,畜牧ETF,159867.SZ,农业,4.94,RISK-ON,OFF,0.3952
2026-02-27,稀土ETF,159713.SZ,周期资源,4.94,RISK-ON,OFF,0.3952
2026-02-27,红利ETF,515080.SH,红利,4.94,RISK-ON,OFF,0.3952
2026-02-27,钢铁ETF,515210.SH,周期资源,4.94,RISK-ON,OFF,0.3952
2026-02-27,煤炭ETF,515220.SH,周期资源,4.94,RISK-ON,OFF,0.3952
2026-02-27,通信ETF,515880.SH,通信光模块,4.94,RISK-ON,OFF,0.3952
2026-03-06,石油ETF,561360.SH,周期资源,11.15,RISK-ON,OFF,0.4459
2026-03-06,稀土ETF,159713.SZ,周期资源,5.57,RISK-ON,OFF,0.4459
2026-03-06,电网设备ETF,159326.SZ,新能源,5.57,RISK-ON,OFF,0.4459
2026-03-06,光伏ETF,159857.SZ,新能源,5.57,RISK-ON,OFF,0.4459
2026-03-06,军工ETF,512660.SH,高端制造,5.57,RISK-ON,OFF,0.4459
2026-03-06,红利ETF,515080.SH,红利,5.57,RISK-ON,OFF,0.4459
2026-03-06,钢铁ETF,515210.SH,周期资源,5.57,RISK-ON,OFF,0.4459
2026-03-13,畜牧ETF,159867.SZ,农业,11.19,RISK-ON,OFF,0.4476
2026-03-13,煤炭ETF,515220.SH,周期资源,11.19,RISK-ON,OFF,0.4476
2026-03-13,电网设备ETF,159326.SZ,新能源,5.6,RISK-ON,OFF,0.4476
2026-03-13,红利ETF,515080.SH,红利,5.6,RISK-ON,OFF,0.4476
2026-03-13,钢铁ETF,515210.SH,周期资源,5.6,RISK-ON,OFF,0.4476
2026-03-13,通信ETF,515880.SH,通信光模块,5.6,RISK-ON,OFF,0.4476
2026-03-20,光伏ETF,159857.SZ,新能源,11.1,RISK-ON,OFF,0.444
2026-03-20,畜牧ETF,159867.SZ,农业,11.1,RISK-ON,OFF,0.444
2026-03-20,红利ETF,515080.SH,红利,11.1,RISK-ON,OFF,0.444
2026-03-20,煤炭ETF,515220.SH,周期资源,5.55,RISK-ON,OFF,0.444
2026-03-20,通信ETF,515880.SH,通信光模块,5.55,RISK-ON,OFF,0.444
2026-03-27,电池ETF,159755.SZ,新能源,11.11,RISK-ON,OFF,0.4443
2026-03-27,光伏ETF,159857.SZ,新能源,5.55,RISK-ON,OFF,0.4443
2026-03-27,创新药ETF,159992.SZ,医疗,5.55,RISK-ON,OFF,0.4443
2026-03-27,银行ETF,512800.SH,大金融,5.55,RISK-ON,OFF,0.4443
2026-03-27,新能源车ETF,515030.SH,新能源,5.55,RISK-ON,OFF,0.4443
2026-03-27,红利ETF,515080.SH,红利,5.55,RISK-ON,OFF,0.4443
2026-03-27,通信ETF,515880.SH,通信光模块,5.55,RISK-ON,OFF,0.4443
2026-04-03,创新药ETF,159992.SZ,医疗,11.2,RISK-ON,OFF,0.4479
2026-04-03,医疗器械ETF,159883.SZ,医疗,5.6,RISK-ON,OFF,0.4479
2026-04-03,非银ETF,159892.SZ,大金融,5.6,RISK-ON,OFF,0.4479
2026-04-03,新能源车ETF,515030.SH,新能源,5.6,RISK-ON,OFF,0.4479
2026-04-03,红利ETF,515080.SH,红利,5.6,RISK-ON,OFF,0.4479
2026-04-03,食品ETF,515170.SH,大消费,5.6,RISK-ON,OFF,0.4479
2026-04-03,通信ETF,515880.SH,通信光模块,5.6,RISK-ON,OFF,0.4479
2026-04-10,科创芯片ETF,589100.SH,半导体芯片,11.33,RISK-ON,OFF,0.4532
2026-04-10,创新药ETF,159992.SZ,医疗,11.33,RISK-ON,OFF,0.4532
2026-04-10,非银ETF,159892.SZ,大金融,5.66,RISK-ON,OFF,0.4532
2026-04-10,消费电子ETF,159779.SZ,AI数字,5.66,RISK-ON,OFF,0.4532
2026-04-10,通信ETF,515880.SH,通信光模块,5.66,RISK-ON,OFF,0.4532
2026-04-10,AI_ETF,515980.SH,AI数字,5.66,RISK-ON,OFF,0.4532
2026-04-17,科创芯片ETF,589100.SH,半导体芯片,11.18,RISK-ON,OFF,0.4472
2026-04-17,AI_ETF,515980.SH,AI数字,11.18,RISK-ON,OFF,0.4472
2026-04-17,新能源车ETF,515030.SH,新能源,5.59,RISK-ON,OFF,0.4472
2026-04-17,消费电子ETF,159779.SZ,AI数字,5.59,RISK-ON,OFF,0.4472
2026-04-17,通信ETF,515880.SH,通信光模块,5.59,RISK-ON,OFF,0.4472
2026-04-17,机器人ETF,562500.SH,高端制造,5.59,RISK-ON,OFF,0.4472
2026-04-23,消费电子ETF,159779.SZ,AI数字,11.43,RISK-ON,ON,0.4571
2026-04-23,科创芯片ETF,589100.SH,半导体芯片,11.43,RISK-ON,ON,0.4571
2026-04-23,云计算ETF,159890.SZ,AI数字,5.71,RISK-ON,ON,0.4571
2026-04-23,军工ETF,512660.SH,高端制造,5.71,RISK-ON,ON,0.4571
2026-04-23,通信ETF,515880.SH,通信光模块,5.71,RISK-ON,ON,0.4571
2026-04-23,AI_ETF,515980.SH,AI数字,5.71,RISK-ON,ON,0.4571
