trade_week,ETF名称,ts_code,板块,权重(%),Gate,Regime_accel,scale
2025/5/30,石油ETF,561360.SH,周期资源,5.85,RISK-ON,OFF,0.4682
2025/6/6,畜牧ETF,159867.SZ,农业,13.74,RISK-ON,OFF,0.4713
2025/6/6,非银ETF,159892.SZ,大金融,13.74,RISK-ON,OFF,0.4713
2025/6/6,创新药ETF,159992.SZ,大消费,13.74,RISK-ON,OFF,0.4713
2025/6/6,医疗器械ETF,159883.SZ,大消费,5.89,RISK-ON,OFF,0.4713
2025/6/13,畜牧ETF,159867.SZ,农业,13.5,RISK-ON,OFF,0.463
2025/6/13,非银ETF,159892.SZ,大金融,7.72,RISK-ON,OFF,0.463
2025/6/13,黄金ETF,159934.SZ,周期资源,7.72,RISK-ON,OFF,0.463
2025/6/13,稀土ETF,159713.SZ,周期资源,5.79,RISK-ON,OFF,0.463
2025/6/13,通信ETF,515880.SH,科技成长,5.79,RISK-ON,OFF,0.463
2025/6/13,石油ETF,561360.SH,周期资源,5.79,RISK-ON,OFF,0.463
2025/6/20,石油ETF,561360.SH,周期资源,13.52,RISK-ON,ON,0.4635
2025/6/20,通信ETF,515880.SH,科技成长,13.52,RISK-ON,ON,0.4635
2025/6/20,非银ETF,159892.SZ,大金融,7.72,RISK-ON,ON,0.4635
2025/6/20,稀土ETF,159713.SZ,周期资源,5.79,RISK-ON,ON,0.4635
2025/6/20,云计算ETF,159890.SZ,科技成长,5.79,RISK-ON,ON,0.4635
2025/6/27,通信ETF,515880.SH,科技成长,13.4,RISK-ON,ON,0.4595
2025/6/27,电池ETF,159755.SZ,新能源,7.66,RISK-ON,ON,0.4595
2025/6/27,证券ETF,512880.SH,大金融,7.66,RISK-ON,ON,0.4595
2025/6/27,稀土ETF,159713.SZ,周期资源,5.74,RISK-ON,ON,0.4595
2025/6/27,云计算ETF,159890.SZ,科技成长,5.74,RISK-ON,ON,0.4595
2025/6/27,消费电子ETF,159779.SZ,科技成长,5.74,RISK-ON,ON,0.4595
2025/7/4,光伏ETF,159857.SZ,新能源,14.32,RISK-ON,ON,0.4908
2025/7/4,游戏ETF,159869.SZ,科技成长,8.18,RISK-ON,ON,0.4908
2025/7/4,非银ETF,159892.SZ,大金融,8.18,RISK-ON,ON,0.4908
2025/7/4,稀土ETF,159713.SZ,周期资源,6.14,RISK-ON,ON,0.4908
2025/7/4,钢铁ETF,515210.SH,周期资源,6.14,RISK-ON,ON,0.4908
2025/7/4,通信ETF,515880.SH,科技成长,6.14,RISK-ON,ON,0.4908
2025/7/11,光伏ETF,159857.SZ,新能源,14.01,RISK-ON,ON,0.4802
2025/7/11,通信ETF,515880.SH,科技成长,14.01,RISK-ON,ON,0.4802
2025/7/11,房地产ETF,512200.SH,地产链,8,RISK-ON,ON,0.4802
2025/7/11,稀土ETF,159713.SZ,周期资源,6,RISK-ON,ON,0.4802
2025/7/11,钢铁ETF,515210.SH,周期资源,6,RISK-ON,ON,0.4802
2025/7/18,通信ETF,515880.SH,科技成长,13.95,RISK-ON,ON,0.4785
2025/7/18,非银ETF,159892.SZ,大金融,7.97,RISK-ON,ON,0.4785
2025/7/18,军工ETF,512660.SH,高端制造,7.97,RISK-ON,ON,0.4785
2025/7/18,稀土ETF,159713.SZ,周期资源,5.98,RISK-ON,ON,0.4785
2025/7/18,云计算ETF,159890.SZ,科技成长,5.98,RISK-ON,ON,0.4785
2025/7/18,钢铁ETF,515210.SH,周期资源,5.98,RISK-ON,ON,0.4785
2025/7/25,稀土ETF,159713.SZ,周期资源,13.91,RISK-ON,ON,0.477
2025/7/25,建材ETF,516750.SH,地产链,13.91,RISK-ON,ON,0.477
2025/7/25,非银ETF,159892.SZ,大金融,7.95,RISK-ON,ON,0.477
2025/7/25,光伏ETF,159857.SZ,新能源,5.96,RISK-ON,ON,0.477
2025/7/25,钢铁ETF,515210.SH,周期资源,5.96,RISK-ON,ON,0.477
2025/8/1,通信ETF,515880.SH,科技成长,13.87,RISK-ON,ON,0.4757
2025/8/1,非银ETF,159892.SZ,大金融,7.93,RISK-ON,ON,0.4757
2025/8/1,建材ETF,516750.SH,地产链,7.93,RISK-ON,ON,0.4757
2025/8/1,稀土ETF,159713.SZ,周期资源,5.95,RISK-ON,ON,0.4757
2025/8/1,云计算ETF,159890.SZ,科技成长,5.95,RISK-ON,ON,0.4757
2025/8/1,AI_ETF,515980.SH,科技成长,5.95,RISK-ON,ON,0.4757
2025/8/8,稀土ETF,159713.SZ,周期资源,16.61,RISK-ON,ON,0.5695
2025/8/8,通信ETF,515880.SH,科技成长,16.61,RISK-ON,ON,0.5695
2025/8/8,机器人ETF,562500.SH,高端制造,9.49,RISK-ON,ON,0.5695
2025/8/8,航空航天ETF,159227.SZ,高端制造,7.12,RISK-ON,ON,0.5695
2025/8/8,AI_ETF,515980.SH,科技成长,7.12,RISK-ON,ON,0.5695
2025/8/15,通信ETF,515880.SH,科技成长,16.54,RISK-ON,OFF,0.5671
2025/8/15,建材ETF,516750.SH,地产链,9.45,RISK-ON,OFF,0.5671
2025/8/15,机器人ETF,562500.SH,高端制造,9.45,RISK-ON,OFF,0.5671
2025/8/15,稀土ETF,159713.SZ,周期资源,7.09,RISK-ON,OFF,0.5671
2025/8/15,AI_ETF,515980.SH,科技成长,7.09,RISK-ON,OFF,0.5671
2025/8/15,科创芯片ETF,589100.SH,科技成长,7.09,RISK-ON,OFF,0.5671
2025/8/22,通信ETF,515880.SH,科技成长,14.65,RISK-ON,OFF,0.5023
2025/8/22,非银ETF,159892.SZ,大金融,8.37,RISK-ON,OFF,0.5023
2025/8/22,机器人ETF,562500.SH,高端制造,8.37,RISK-ON,OFF,0.5023
2025/8/22,消费电子ETF,159779.SZ,科技成长,6.28,RISK-ON,OFF,0.5023
2025/8/22,AI_ETF,515980.SH,科技成长,6.28,RISK-ON,OFF,0.5023
2025/8/22,科创芯片ETF,589100.SH,科技成长,6.28,RISK-ON,OFF,0.5023
2025/8/29,通信ETF,515880.SH,科技成长,15.09,RISK-ON,OFF,0.5174
2025/8/29,电池ETF,159755.SZ,新能源,8.62,RISK-ON,OFF,0.5174
2025/8/29,机器人ETF,562500.SH,高端制造,8.62,RISK-ON,OFF,0.5174
2025/8/29,消费电子ETF,159779.SZ,科技成长,6.47,RISK-ON,OFF,0.5174
2025/8/29,AI_ETF,515980.SH,科技成长,6.47,RISK-ON,OFF,0.5174
2025/8/29,科创芯片ETF,589100.SH,科技成长,6.47,RISK-ON,OFF,0.5174
2025/9/5,电池ETF,159755.SZ,新能源,8.62,RISK-ON,OFF,0.517
2025/9/5,创新药ETF,159992.SZ,大消费,8.62,RISK-ON,OFF,0.517
2025/9/5,通信ETF,515880.SH,科技成长,8.62,RISK-ON,OFF,0.517
2025/9/5,消费电子ETF,159779.SZ,科技成长,6.46,RISK-ON,OFF,0.517
2025/9/5,新能源车ETF,515030.SH,新能源,6.46,RISK-ON,OFF,0.517
2025/9/5,AI_ETF,515980.SH,科技成长,6.46,RISK-ON,OFF,0.517
2025/9/5,科创芯片ETF,589100.SH,科技成长,6.46,RISK-ON,OFF,0.517
2025/9/12,电池ETF,159755.SZ,新能源,8.63,RISK-ON,OFF,0.5176
2025/9/12,畜牧ETF,159867.SZ,农业,8.63,RISK-ON,OFF,0.5176
2025/9/12,通信ETF,515880.SH,科技成长,8.63,RISK-ON,OFF,0.5176
2025/9/12,消费电子ETF,159779.SZ,科技成长,6.47,RISK-ON,OFF,0.5176
2025/9/12,新能源车ETF,515030.SH,新能源,6.47,RISK-ON,OFF,0.5176
2025/9/12,AI_ETF,515980.SH,科技成长,6.47,RISK-ON,OFF,0.5176
2025/9/12,科创芯片ETF,589100.SH,科技成长,6.47,RISK-ON,OFF,0.5176
2025/9/19,电池ETF,159755.SZ,新能源,15.45,RISK-ON,OFF,0.5296
2025/9/19,黄金ETF,159934.SZ,周期资源,8.83,RISK-ON,OFF,0.5296
2025/9/19,通信ETF,515880.SH,科技成长,8.83,RISK-ON,OFF,0.5296
2025/9/19,电网设备ETF,159326.SZ,新能源,6.62,RISK-ON,OFF,0.5296
2025/9/19,消费电子ETF,159779.SZ,科技成长,6.62,RISK-ON,OFF,0.5296
2025/9/19,新能源车ETF,515030.SH,新能源,6.62,RISK-ON,OFF,0.5296
2025/9/26,科创芯片ETF,589100.SH,科技成长,15.68,RISK-ON,OFF,0.5376
2025/9/26,电池ETF,159755.SZ,新能源,8.96,RISK-ON,OFF,0.5376
2025/9/26,房地产ETF,512200.SH,地产链,8.96,RISK-ON,OFF,0.5376
2025/9/26,电网设备ETF,159326.SZ,新能源,6.72,RISK-ON,OFF,0.5376
2025/9/26,光伏ETF,159857.SZ,新能源,6.72,RISK-ON,OFF,0.5376
2025/9/26,新能源车ETF,515030.SH,新能源,6.72,RISK-ON,OFF,0.5376
2025/9/30,科创芯片ETF,589100.SH,科技成长,15.39,RISK-ON,OFF,0.5276
2025/9/30,电池ETF,159755.SZ,新能源,8.79,RISK-ON,OFF,0.5276
2025/9/30,机器人ETF,562500.SH,高端制造,8.79,RISK-ON,OFF,0.5276
2025/9/30,电网设备ETF,159326.SZ,新能源,6.59,RISK-ON,OFF,0.5276
2025/9/30,新能源车ETF,515030.SH,新能源,6.59,RISK-ON,OFF,0.5276
2025/9/30,消费电子ETF,159779.SZ,科技成长,6.59,RISK-ON,OFF,0.5276
2025/10/10,电网设备ETF,159326.SZ,新能源,15.14,RISK-ON,OFF,0.5192
2025/10/10,科创芯片ETF,589100.SH,科技成长,15.14,RISK-ON,OFF,0.5192
2025/10/10,黄金ETF,159934.SZ,周期资源,8.65,RISK-ON,OFF,0.5192
2025/10/10,消费电子ETF,159779.SZ,科技成长,6.49,RISK-ON,OFF,0.5192
2025/10/10,新能源车ETF,515030.SH,新能源,6.49,RISK-ON,OFF,0.5192
2025/10/17,电网设备ETF,159326.SZ,新能源,14.47,RISK-ON,OFF,0.4961
2025/10/17,黄金ETF,159934.SZ,周期资源,14.47,RISK-ON,OFF,0.4961
2025/10/17,红利ETF,515080.SH,红利,8.27,RISK-ON,OFF,0.4961
2025/10/17,稀土ETF,159713.SZ,周期资源,6.2,RISK-ON,OFF,0.4961
2025/10/17,钢铁ETF,515210.SH,周期资源,6.2,RISK-ON,OFF,0.4961
2025/10/24,电网设备ETF,159326.SZ,新能源,14.53,RISK-ON,OFF,0.4981
2025/10/24,红利ETF,515080.SH,红利,14.53,RISK-ON,OFF,0.4981
2025/10/24,煤炭ETF,515220.SH,周期资源,14.53,RISK-ON,OFF,0.4981
2025/10/24,稀土ETF,159713.SZ,周期资源,6.23,RISK-ON,OFF,0.4981
2025/10/31,电网设备ETF,159326.SZ,新能源,14.72,RISK-ON,OFF,0.5046
2025/10/31,红利ETF,515080.SH,红利,14.72,RISK-ON,OFF,0.5046
2025/10/31,煤炭ETF,515220.SH,周期资源,14.72,RISK-ON,OFF,0.5046
2025/10/31,石油ETF,561360.SH,周期资源,6.31,RISK-ON,OFF,0.5046
2025/11/7,光伏ETF,159857.SZ,新能源,14.36,RISK-ON,OFF,0.4922
2025/11/7,红利ETF,515080.SH,红利,14.36,RISK-ON,OFF,0.4922
2025/11/7,煤炭ETF,515220.SH,周期资源,8.2,RISK-ON,OFF,0.4922
2025/11/7,电网设备ETF,159326.SZ,新能源,6.15,RISK-ON,OFF,0.4922
2025/11/7,石油ETF,561360.SH,周期资源,6.15,RISK-ON,OFF,0.4922
2025/11/14,光伏ETF,159857.SZ,新能源,14.06,RISK-ON,OFF,0.4822
2025/11/14,化工ETF,159870.SZ,周期资源,8.04,RISK-ON,OFF,0.4822
2025/11/14,红利ETF,515080.SH,红利,8.04,RISK-ON,OFF,0.4822
2025/11/14,电网设备ETF,159326.SZ,新能源,6.03,RISK-ON,OFF,0.4822
2025/11/14,新能源车ETF,515030.SH,新能源,6.03,RISK-ON,OFF,0.4822
2025/11/14,石油ETF,561360.SH,周期资源,6.03,RISK-ON,OFF,0.4822
2025/11/21,畜牧ETF,159867.SZ,农业,12.39,RISK-ON,OFF,0.4249
2025/11/21,化工ETF,159870.SZ,周期资源,7.08,RISK-ON,OFF,0.4249
2025/11/21,红利ETF,515080.SH,红利,7.08,RISK-ON,OFF,0.4249
2025/11/21,钢铁ETF,515210.SH,周期资源,5.31,RISK-ON,OFF,0.4249
2025/11/21,建材ETF,516750.SH,地产链,5.31,RISK-ON,OFF,0.4249
2025/11/21,石油ETF,561360.SH,周期资源,5.31,RISK-ON,OFF,0.4249
2025/11/28,畜牧ETF,159867.SZ,农业,12.54,RISK-ON,OFF,0.4299
2025/11/28,黄金ETF,159934.SZ,周期资源,7.17,RISK-ON,OFF,0.4299
2025/11/28,红利ETF,515080.SH,红利,7.17,RISK-ON,OFF,0.4299
2025/11/28,有色ETF,159980.SZ,周期资源,5.37,RISK-ON,OFF,0.4299
2025/11/28,建材ETF,516750.SH,地产链,5.37,RISK-ON,OFF,0.4299
2025/11/28,石油ETF,561360.SH,周期资源,5.37,RISK-ON,OFF,0.4299
2025/12/5,航空航天ETF,159227.SZ,高端制造,12.53,RISK-ON,OFF,0.4297
2025/12/5,有色ETF,159980.SZ,周期资源,12.53,RISK-ON,OFF,0.4297
2025/12/5,非银ETF,159892.SZ,大金融,7.16,RISK-ON,OFF,0.4297
2025/12/5,家电ETF,561120.SH,大消费,5.37,RISK-ON,OFF,0.4297
2025/12/5,石油ETF,561360.SH,周期资源,5.37,RISK-ON,OFF,0.4297
2025/12/12,航空航天ETF,159227.SZ,高端制造,12.58,RISK-ON,OFF,0.4314
2025/12/12,有色ETF,159980.SZ,周期资源,12.58,RISK-ON,OFF,0.4314
2025/12/12,通信ETF,515880.SH,科技成长,7.19,RISK-ON,OFF,0.4314
2025/12/12,云计算ETF,159890.SZ,科技成长,5.39,RISK-ON,OFF,0.4314
2025/12/12,消费电子ETF,159779.SZ,科技成长,5.39,RISK-ON,OFF,0.4314
2025/12/19,航空航天ETF,159227.SZ,高端制造,12.86,RISK-ON,OFF,0.441
2025/12/19,有色ETF,159980.SZ,周期资源,12.86,RISK-ON,OFF,0.441
2025/12/19,通信ETF,515880.SH,科技成长,7.35,RISK-ON,OFF,0.441
2025/12/19,云计算ETF,159890.SZ,科技成长,5.51,RISK-ON,OFF,0.441
2025/12/19,消费电子ETF,159779.SZ,科技成长,5.51,RISK-ON,OFF,0.441
2025/12/26,航空航天ETF,159227.SZ,高端制造,12.72,RISK-ON,OFF,0.4361
2025/12/26,电网设备ETF,159326.SZ,新能源,7.27,RISK-ON,OFF,0.4361
2025/12/26,化工ETF,159870.SZ,周期资源,7.27,RISK-ON,OFF,0.4361
2025/12/26,有色ETF,159980.SZ,周期资源,5.45,RISK-ON,OFF,0.4361
2025/12/26,军工ETF,512660.SH,高端制造,5.45,RISK-ON,OFF,0.4361
2025/12/26,石油ETF,561360.SH,周期资源,5.45,RISK-ON,OFF,0.4361
2025/12/31,航空航天ETF,159227.SZ,高端制造,12.77,RISK-ON,OFF,0.4377
2025/12/31,新能源车ETF,515030.SH,新能源,7.29,RISK-ON,OFF,0.4377
2025/12/31,通信ETF,515880.SH,科技成长,7.29,RISK-ON,OFF,0.4377
2025/12/31,云计算ETF,159890.SZ,科技成长,5.47,RISK-ON,OFF,0.4377
2025/12/31,军工ETF,512660.SH,高端制造,5.47,RISK-ON,OFF,0.4377
2025/12/31,石油ETF,561360.SH,周期资源,5.47,RISK-ON,OFF,0.4377
2026/1/9,航空航天ETF,159227.SZ,高端制造,12.12,RISK-ON,OFF,0.4156
2026/1/9,稀土ETF,159713.SZ,周期资源,12.12,RISK-ON,OFF,0.4156
2026/1/9,软件ETF,515230.SH,科技成长,6.93,RISK-ON,OFF,0.4156
2026/1/9,军工ETF,512660.SH,高端制造,5.19,RISK-ON,OFF,0.4156
2026/1/9,石油ETF,561360.SH,周期资源,5.19,RISK-ON,OFF,0.4156
2026/1/16,科创芯片ETF,589100.SH,科技成长,11.94,RISK-ON,OFF,0.4095
2026/1/16,电网设备ETF,159326.SZ,新能源,6.82,RISK-ON,OFF,0.4095
2026/1/16,军工ETF,512660.SH,高端制造,6.82,RISK-ON,OFF,0.4095
2026/1/16,稀土ETF,159713.SZ,周期资源,5.12,RISK-ON,OFF,0.4095
2026/1/16,云计算ETF,159890.SZ,科技成长,5.12,RISK-ON,OFF,0.4095
2026/1/16,软件ETF,515230.SH,科技成长,5.12,RISK-ON,OFF,0.4095
2026/1/23,科创芯片ETF,589100.SH,科技成长,11.95,RISK-ON,OFF,0.4096
2026/1/23,航空航天ETF,159227.SZ,高端制造,6.83,RISK-ON,OFF,0.4096
2026/1/23,光伏ETF,159857.SZ,新能源,6.83,RISK-ON,OFF,0.4096
2026/1/23,稀土ETF,159713.SZ,周期资源,5.12,RISK-ON,OFF,0.4096
2026/1/23,云计算ETF,159890.SZ,科技成长,5.12,RISK-ON,OFF,0.4096
2026/1/23,石油ETF,561360.SH,周期资源,5.12,RISK-ON,OFF,0.4096
2026/1/30,建材ETF,516750.SH,地产链,11.86,RISK-ON,OFF,0.4065
2026/1/30,科创芯片ETF,589100.SH,科技成长,11.86,RISK-ON,OFF,0.4065
2026/1/30,黄金ETF,159934.SZ,周期资源,6.78,RISK-ON,OFF,0.4065
2026/1/30,云计算ETF,159890.SZ,科技成长,5.08,RISK-ON,OFF,0.4065
2026/1/30,石油ETF,561360.SH,周期资源,5.08,RISK-ON,OFF,0.4065
2026/2/6,石油ETF,561360.SH,周期资源,11.4,RISK-ON,OFF,0.3908
2026/2/6,建材ETF,516750.SH,地产链,11.4,RISK-ON,OFF,0.3908
2026/2/6,电网设备ETF,159326.SZ,新能源,6.51,RISK-ON,OFF,0.3908
2026/2/6,红利ETF,515080.SH,红利,4.89,RISK-ON,OFF,0.3908
2026/2/6,光伏ETF,159857.SZ,新能源,4.89,RISK-ON,OFF,0.3908
2026/2/13,红利ETF,515080.SH,红利,11.69,RISK-ON,OFF,0.4008
2026/2/13,建材ETF,516750.SH,地产链,11.69,RISK-ON,OFF,0.4008
2026/2/13,石油ETF,561360.SH,周期资源,11.69,RISK-ON,OFF,0.4008
2026/2/13,煤炭ETF,515220.SH,周期资源,5.01,RISK-ON,OFF,0.4008
2026/2/27,石油ETF,561360.SH,周期资源,12.58,RISK-ON,OFF,0.4313
2026/2/27,畜牧ETF,159867.SZ,农业,7.19,RISK-ON,OFF,0.4313
2026/2/27,红利ETF,515080.SH,红利,7.19,RISK-ON,OFF,0.4313
2026/2/27,稀土ETF,159713.SZ,周期资源,5.39,RISK-ON,OFF,0.4313
2026/2/27,钢铁ETF,515210.SH,周期资源,5.39,RISK-ON,OFF,0.4313
2026/2/27,煤炭ETF,515220.SH,周期资源,5.39,RISK-ON,OFF,0.4313
2026/3/6,石油ETF,561360.SH,周期资源,13.69,RISK-ON,OFF,0.4693
2026/3/6,电网设备ETF,159326.SZ,新能源,7.82,RISK-ON,OFF,0.4693
2026/3/6,红利ETF,515080.SH,红利,7.82,RISK-ON,OFF,0.4693
2026/3/6,稀土ETF,159713.SZ,周期资源,5.87,RISK-ON,OFF,0.4693
2026/3/6,光伏ETF,159857.SZ,新能源,5.87,RISK-ON,OFF,0.4693
2026/3/6,钢铁ETF,515210.SH,周期资源,5.87,RISK-ON,OFF,0.4693
2026/3/13,畜牧ETF,159867.SZ,农业,13.63,RISK-ON,OFF,0.4673
2026/3/13,煤炭ETF,515220.SH,周期资源,13.63,RISK-ON,OFF,0.4673
2026/3/13,电网设备ETF,159326.SZ,新能源,7.79,RISK-ON,OFF,0.4673
2026/3/13,红利ETF,515080.SH,红利,5.84,RISK-ON,OFF,0.4673
2026/3/13,钢铁ETF,515210.SH,周期资源,5.84,RISK-ON,OFF,0.4673
2026/3/20,光伏ETF,159857.SZ,新能源,13.09,RISK-ON,OFF,0.4489
2026/3/20,畜牧ETF,159867.SZ,农业,13.09,RISK-ON,OFF,0.4489
2026/3/20,红利ETF,515080.SH,红利,13.09,RISK-ON,OFF,0.4489
2026/3/20,煤炭ETF,515220.SH,周期资源,5.61,RISK-ON,OFF,0.4489
2026/3/27,电池ETF,159755.SZ,新能源,13.04,RISK-ON,OFF,0.4471
2026/3/27,银行ETF,512800.SH,大金融,13.04,RISK-ON,OFF,0.4471
2026/3/27,红利ETF,515080.SH,红利,7.45,RISK-ON,OFF,0.4471
2026/3/27,光伏ETF,159857.SZ,新能源,5.59,RISK-ON,OFF,0.4471
2026/3/27,新能源车ETF,515030.SH,新能源,5.59,RISK-ON,OFF,0.4471
2026/4/3,创新药ETF,159992.SZ,大消费,12.86,RISK-ON,OFF,0.441
2026/4/3,非银ETF,159892.SZ,大金融,7.35,RISK-ON,OFF,0.441
2026/4/3,红利ETF,515080.SH,红利,7.35,RISK-ON,OFF,0.441
2026/4/3,医疗器械ETF,159883.SZ,大消费,5.51,RISK-ON,OFF,0.441
2026/4/3,新能源车ETF,515030.SH,新能源,5.51,RISK-ON,OFF,0.441
2026/4/3,食品ETF,515170.SH,大消费,5.51,RISK-ON,OFF,0.441
2026/4/10,创新药ETF,159992.SZ,大消费,13.3,RISK-ON,OFF,0.4558
2026/4/10,非银ETF,159892.SZ,大金融,7.6,RISK-ON,OFF,0.4558
2026/4/10,通信ETF,515880.SH,科技成长,7.6,RISK-ON,OFF,0.4558
2026/4/10,消费电子ETF,159779.SZ,科技成长,5.7,RISK-ON,OFF,0.4558
2026/4/10,AI_ETF,515980.SH,科技成长,5.7,RISK-ON,OFF,0.4558
2026/4/10,科创芯片ETF,589100.SH,科技成长,5.7,RISK-ON,OFF,0.4558
2026/4/17,新能源车ETF,515030.SH,新能源,13.14,RISK-ON,OFF,0.4505
2026/4/17,通信ETF,515880.SH,科技成长,7.51,RISK-ON,OFF,0.4505
2026/4/17,机器人ETF,562500.SH,高端制造,7.51,RISK-ON,OFF,0.4505
2026/4/17,消费电子ETF,159779.SZ,科技成长,5.63,RISK-ON,OFF,0.4505
2026/4/17,AI_ETF,515980.SH,科技成长,5.63,RISK-ON,OFF,0.4505
2026/4/17,科创芯片ETF,589100.SH,科技成长,5.63,RISK-ON,OFF,0.4505
2026/4/23,电网设备ETF,159326.SZ,新能源,7.63,RISK-ON,OFF,0.4578
2026/4/23,通信ETF,515880.SH,科技成长,7.63,RISK-ON,OFF,0.4578
2026/4/23,军工ETF,512660.SH,高端制造,7.63,RISK-ON,OFF,0.4578
2026/4/23,云计算ETF,159890.SZ,科技成长,5.72,RISK-ON,OFF,0.4578
2026/4/23,消费电子ETF,159779.SZ,科技成长,5.72,RISK-ON,OFF,0.4578
2026/4/23,AI_ETF,515980.SH,科技成长,5.72,RISK-ON,OFF,0.4578
2026/4/23,科创芯片ETF,589100.SH,科技成长,5.72,RISK-ON,OFF,0.4578
